distance_mm,az_deg,el_deg,gain_floor,score,success,amp_00,amp_01,amp_02,amp_03,amp_04,amp_05,amp_06,amp_07,amp_08,amp_09,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59
1000,5.000,0.000,0.150,-14.905412,1,0.711902,1.000000,0.071139,1.000000,0.480374,0.000000,0.000000,0.681269,1.000000,0.145204,0.000000,1.000000,0.999572,1.000000,1.000000,0.999997,1.000000,0.249135,0.799780,1.000000,0.678988,1.000000,0.673182,0.999998,0.999657,1.000000,0.999997,0.999996,1.000000,1.000000,1.000000,1.000000,0.725153,1.000000,0.491423,0.999920,0.848898,1.000000,1.000000,1.000000,1.000000,1.000000,0.999986,0.078952,0.000000,1.000000,0.000000,0.905985,0.000000,1.000000,1.000000,0.857224,0.999983,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
1000,10.000,0.000,0.150,-15.003891,1,0.189546,0.999966,0.865351,1.000000,0.136451,0.000000,0.000000,0.235852,1.000000,1.000000,0.033421,0.999996,1.000000,1.000000,1.000000,1.000000,0.999997,0.734481,0.887747,0.941059,0.710198,1.000000,0.645379,1.000000,0.999977,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999918,0.280083,1.000000,0.361074,0.999997,0.512021,0.999998,1.000000,0.999999,0.999986,1.000000,0.743624,0.000000,0.000000,1.000000,0.000000,0.930935,1.000000,1.000000,1.000000,0.999904,0.999994,1.000000,0.999996,1.000000,1.000000,1.000000,0.021124,0.999996
1000,15.000,0.000,0.150,-15.147536,1,0.730935,1.000000,1.000000,1.000000,0.996646,0.000000,0.000928,0.125952,0.821548,0.994794,0.077726,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.592886,0.991300,0.959328,0.753186,0.999999,0.609446,1.000000,1.000000,0.999994,0.999444,1.000000,1.000000,0.935766,0.997254,0.905411,0.000000,0.999999,0.158804,0.999793,0.380204,1.000000,1.000000,1.000000,1.000000,1.000000,0.290025,0.000000,0.000000,0.999999,0.000000,0.417654,0.999613,0.999530,1.000000,0.807641,0.999401,1.000000,1.000000,0.998978,0.999177,1.000000,0.999500,1.000000
1000,20.000,0.000,0.150,-14.958273,1,0.800746,1.000000,1.000000,1.000000,1.000000,0.000000,0.221853,0.270032,0.981486,1.000000,0.302212,1.000000,1.000000,1.000000,0.999989,1.000000,1.000000,0.555746,0.999980,0.998702,0.737249,0.999999,0.631396,1.000000,1.000000,1.000000,1.000000,0.999995,1.000000,1.000000,0.911050,0.758163,0.000000,1.000000,0.042268,0.999086,0.328732,1.000000,0.999872,0.999902,0.664447,0.259794,0.000000,0.000000,0.000000,0.714300,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.999466,1.000000
1000,25.000,0.000,0.150,-14.772370,1,0.704384,1.000000,1.000000,0.999998,0.999989,0.000000,0.460232,0.540269,1.000000,1.000000,0.457056,1.000000,0.999999,1.000000,1.000000,1.000000,1.000000,0.559129,0.937707,1.000000,0.734229,1.000000,0.605023,1.000000,1.000000,1.000000,1.000000,0.999966,1.000000,0.999993,0.579235,0.533998,0.000000,1.000000,0.000000,0.799876,0.000000,1.000000,1.000000,0.800086,0.000000,0.000000,0.000000,0.000000,0.000000,0.035800,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1000,30.000,0.000,0.150,-15.139920,1,0.942209,0.999378,0.999997,0.999982,1.000000,0.366107,0.801349,0.770003,0.815311,0.999931,0.357207,0.985917,0.983059,0.999998,0.999999,0.999999,0.999992,0.747742,0.999982,0.999983,0.503827,0.999991,0.460486,1.000000,0.941763,0.999983,0.999998,1.000000,0.999991,0.653794,0.034947,0.000000,0.000000,1.000000,0.000000,0.999832,0.143075,1.000000,0.998975,1.000000,0.000000,0.000000,0.000000,0.999940,0.705428,1.000000,0.144675,0.000000,1.000000,0.999974,0.999993,0.999967,0.999706,1.000000,0.999991,0.999993,0.999999,0.999874,1.000000,0.999982
2000,-30.000,0.000,0.150,-14.663691,1,0.999929,0.999993,0.999804,0.996839,1.000000,0.999993,1.000000,0.999982,0.999895,0.999993,0.117644,0.554907,1.000000,1.000000,0.999931,0.999974,0.998869,1.000000,0.999987,0.999865,0.999997,1.000000,0.999979,0.999989,0.676325,1.000000,0.999989,0.998981,0.999990,0.000000,0.000000,0.775668,0.000000,0.489228,0.000000,0.999984,0.965948,1.000000,1.000000,0.999607,0.999975,0.608699,1.000000,0.997246,0.853464,0.999815,0.764921,0.908804,0.999987,0.999820,0.999948,0.999949,0.999926,1.000000,0.999997,0.618328,0.023742,0.999990,0.336184,0.553214
2000,-25.000,0.000,0.150,-14.779775,1,1.000000,1.000000,0.999842,0.995127,1.000000,1.000000,1.000000,0.595787,0.999997,1.000000,1.000000,1.000000,0.076840,0.999941,0.005268,1.000000,0.405381,0.159113,0.000000,1.000000,1.000000,0.000000,1.000000,0.999989,1.000000,1.000000,1.000000,0.999978,0.999998,0.000000,0.351379,1.000000,0.000000,0.823209,0.000000,1.000000,1.000000,1.000000,1.000000,0.999961,0.999988,1.000000,1.000000,1.000000,0.830301,1.000000,0.672786,0.870154,0.997889,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.608378,0.000000,0.999812,0.377448,1.000000
2000,-20.000,0.000,0.150,-15.211792,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999995,1.000000,1.000000,0.999993,1.000000,1.000000,0.000000,1.000000,0.000000,0.899297,0.000000,0.000000,0.000000,0.985104,0.000000,0.000000,0.000000,0.000000,0.999997,1.000000,1.000000,1.000000,1.000000,0.050329,0.792099,0.838216,0.471528,0.991681,0.328360,1.000000,1.000000,1.000000,1.000000,1.000000,0.999840,1.000000,0.991829,0.950292,0.793581,1.000000,0.470815,0.855550,0.678797,0.999998,1.000000,1.000000,0.999999,0.999999,0.749524,0.522918,0.000000,0.999996,0.334072,1.000000
2000,-15.000,0.000,0.150,-14.993096,1,1.000000,0.999999,1.000000,1.000000,1.000000,0.999991,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.261246,0.999998,0.101204,1.000000,0.728323,0.000000,0.000000,0.474459,0.000000,0.552648,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999,0.505370,0.834127,0.930543,0.629491,1.000000,0.202352,0.968067,1.000000,1.000000,1.000000,1.000000,1.000000,0.999666,1.000000,0.999955,0.230141,1.000000,0.677417,0.999819,0.565775,1.000000,0.999998,1.000000,1.000000,0.997026,0.255448,0.653424,0.000000,0.999928,0.000304,1.000000
2000,-10.000,0.000,0.150,-14.935877,1,1.000000,1.000000,0.999305,1.000000,1.000000,0.999963,0.999867,1.000000,0.999985,1.000000,1.000000,1.000000,0.954885,0.999999,0.942491,1.000000,1.000000,0.000000,0.000000,0.318228,0.000000,0.999994,0.000000,1.000000,0.999999,1.000000,0.999995,1.000000,1.000000,0.706837,0.841071,0.897290,0.665828,0.999859,0.667408,1.000000,0.999893,1.000000,0.999976,0.999963,1.000000,0.943033,1.000000,0.982414,0.037650,1.000000,0.721023,1.000000,0.594686,0.999917,0.999843,1.000000,0.946361,0.398321,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000
2000,-5.000,0.000,0.150,-14.763705,1,0.999941,1.000000,1.000000,0.954916,1.000000,0.416553,1.000000,0.999951,0.195858,1.000000,0.999964,1.000000,1.000000,1.000000,0.999920,1.000000,1.000000,0.000000,0.000000,0.134021,0.000000,1.000000,0.000000,0.999978,1.000000,1.000000,1.000000,1.000000,1.000000,0.615397,0.999993,0.999930,0.853757,1.000000,0.834171,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.731376,0.758786,0.000000,0.999998,0.545903,1.000000,0.211273,0.999997,1.000000,0.517485,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000
2000,0.000,0.000,0.150,-14.744337,1,0.000000,0.999997,0.000000,0.000000,0.017861,0.000000,0.000000,0.000000,0.000000,0.998372,0.000000,0.798459,0.999984,0.999976,0.999874,1.000000,0.999995,0.000000,0.426079,0.563428,0.790207,0.999998,0.494194,0.999991,0.999945,1.000000,0.999984,0.999998,1.000000,0.793320,1.000000,0.999969,0.643773,0.999910,0.926941,1.000000,1.000000,1.000000,0.999982,0.999977,0.999989,0.995555,0.324167,0.437485,0.000000,0.999982,0.389046,1.000000,0.000000,1.000000,0.517967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999877,0.000000,0.000000
2000,5.000,0.000,0.150,-14.507590,1,0.246405,0.999997,1.000000,0.000000,0.201614,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.515478,1.000000,1.000000,1.000000,1.000000,1.000000,0.529997,0.526989,0.955215,0.942039,1.000000,0.666423,1.000000,1.000000,1.000000,1.000000,1.000000,0.999990,0.999580,1.000000,0.999692,0.042468,1.000000,0.952969,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.524174,0.000000,0.475943,0.000000,1.000000,0.000000,1.000000,0.999982,1.000000,1.000000,0.999999,1.000000,0.000000,1.000000,1.000000,0.000000,0.999668,0.467004,0.000000
2000,10.000,0.000,0.150,-14.651313,1,0.506525,0.998914,1.000000,0.852045,1.000000,0.000000,0.000000,0.000000,0.096488,1.000000,0.000000,0.946931,0.999979,0.999567,1.000000,1.000000,0.999955,0.518925,0.711842,1.000000,0.819322,1.000000,0.528234,1.000000,1.000000,1.000000,1.000000,0.999994,1.000000,0.895433,1.000000,1.000000,0.051655,1.000000,0.817869,1.000000,0.696509,1.000000,1.000000,0.998160,0.997985,0.194436,0.000000,0.000000,0.000000,1.000000,0.000000,0.961160,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000,15.000,0.000,0.150,-14.625302,1,0.536729,1.000000,1.000000,0.838297,1.000000,0.000000,0.327427,0.273655,0.875245,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.738464,1.000000,1.000000,0.721322,1.000000,0.668366,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.712688,0.746090,0.911278,0.000000,1.000000,0.590052,1.000000,0.383973,1.000000,1.000000,0.690951,0.959993,0.437634,0.000000,0.000000,0.000000,1.000000,0.000000,0.877287,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
