distance_m,az_deg,el_deg,mode,peak_offset_az_deg,peak_offset_el_deg,peak_offset_deg,peak_db,max_sidelobe_offset_az_deg,max_sidelobe_offset_el_deg,max_sidelobe_offset_deg,max_sidelobe_db,peak_direction_pass
2.0,-29.999999999999996,0.0,uniform,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-9.482140,1
2.0,-29.999999999999996,0.0,unit_cosine,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-7.887521,1
2.0,-29.999999999999996,0.0,unit_cosine_hamming,0.000000,0.000000,0.000000,0.000000,16.363636,-18.000000,24.326294,-7.941963,1
2.0,-29.999999999999996,0.0,optimized_dbc_margin,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-12.215101,1
2.0,-29.999999999999996,0.0,optimized_table,0.000000,0.000000,0.000000,0.000000,-14.727273,18.000000,23.257097,-13.742164,1
2.0,-29.999999999999996,0.0,optimized_aggressive,0.000000,0.000000,0.000000,0.000000,-16.363636,0.000000,16.363636,-13.791086,1
2.0,-25.0,0.0,uniform,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-9.512748,1
2.0,-25.0,0.0,unit_cosine,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-7.411408,1
2.0,-25.0,0.0,unit_cosine_hamming,0.000000,0.000000,0.000000,0.000000,16.363636,-18.000000,24.326294,-7.142658,1
2.0,-25.0,0.0,optimized_dbc_margin,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-12.022364,1
2.0,-25.0,0.0,optimized_table,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-12.003313,1
2.0,-25.0,0.0,optimized_aggressive,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-11.084531,1
2.0,-20.0,0.0,uniform,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-9.471952,1
2.0,-20.0,0.0,unit_cosine,0.000000,0.000000,0.000000,0.000000,16.363636,11.454545,19.974364,-7.370112,1
2.0,-20.0,0.0,unit_cosine_hamming,0.000000,0.000000,0.000000,0.000000,16.363636,-18.000000,24.326294,-6.468704,1
2.0,-20.0,0.0,optimized_dbc_margin,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-11.684531,1
2.0,-20.0,0.0,optimized_table,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-13.430526,1
2.0,-20.0,0.0,optimized_aggressive,0.000000,0.000000,0.000000,0.000000,-14.727273,-11.454545,18.657416,-13.915261,1
