distance_m,az_deg,el_deg,mode,max_sidelobe_db,dbc,dbc_improvement_db,gain_loss_db,dbc_gain_margin_db,p99_sidelobe_db,p99_dbc,p99_dbc_improvement_db,p99_dbc_gain_margin_db,p95_sidelobe_db,target_gain_delta_db,mean_amp,min_amp,max_amp
1.0,14.999999999999998,0.0,optimized_table,-14.123349,14.123349,3.694002,6.020616,-2.326614,-15.204116,15.204116,4.465439,-1.555177,-15.987346,-6.020616,0.505981,0.000000,0.999995
1.0,14.999999999999998,0.0,optimized_aggressive,-12.924050,12.924050,2.494703,12.041250,-9.546548,-14.721727,14.721727,3.983050,-8.058200,-16.219158,-12.041250,0.308965,0.000000,1.000000
1.0,20.0,0.0,uniform,-10.289051,10.289051,0.000000,0.000000,0.000000,-11.160488,11.160488,0.000000,0.000000,-12.689791,0.000000,1.000000,1.000000,1.000000
1.0,20.0,0.0,unit_cosine,-8.099194,8.099194,-2.189857,3.724933,-5.914790,-8.980918,8.980918,-2.179570,-5.904502,-11.800899,-3.724933,0.732199,0.301815,0.998383
1.0,20.0,0.0,unit_cosine_hamming,-6.055112,6.055112,-4.233939,13.889815,-18.123754,-7.216665,7.216665,-3.943822,-17.833638,-9.601402,-13.889815,0.226984,0.024145,0.998383
1.0,20.0,0.0,optimized_dbc_margin,-12.365960,12.365960,2.076909,1.713020,0.363889,-14.227029,14.227029,3.066541,1.353521,-14.961146,-1.713020,0.736274,0.000000,1.000000
1.0,20.0,0.0,optimized_table,-13.595577,13.595577,3.306526,6.020603,-2.714077,-15.081240,15.081240,3.920753,-2.099850,-16.139386,-6.020603,0.470297,0.000000,1.000000
1.0,20.0,0.0,optimized_aggressive,-13.373622,13.373622,3.084571,12.041258,-8.956687,-14.526184,14.526184,3.365696,-8.675562,-16.464245,-12.041258,0.283137,0.000000,1.000000
1.0,25.0,0.0,uniform,-9.556375,9.556375,0.000000,0.000000,0.000000,-10.946457,10.946457,0.000000,0.000000,-12.855018,0.000000,1.000000,1.000000,1.000000
1.0,25.0,0.0,unit_cosine,-7.080340,7.080340,-2.476035,5.192389,-7.668424,-8.570929,8.570929,-2.375527,-7.567916,-11.398772,-5.192389,0.706905,0.249431,0.998383
1.0,25.0,0.0,unit_cosine_hamming,-6.347512,6.347512,-3.208863,15.384664,-18.593527,-6.827743,6.827743,-4.118713,-19.503377,-9.197088,-15.384664,0.219143,0.019954,0.998383
1.0,25.0,0.0,optimized_dbc_margin,-13.078957,13.078957,3.522582,1.585088,1.937494,-13.730132,13.730132,2.783675,1.198587,-14.979499,-1.585088,0.729116,0.000000,1.000000
1.0,25.0,0.0,optimized_table,-13.884734,13.884734,4.328359,6.020602,-1.692243,-14.660744,14.660744,3.714287,-2.306315,-15.857870,-6.020602,0.445412,0.000000,1.000000
1.0,25.0,0.0,optimized_aggressive,-14.234382,14.234382,4.678007,12.041201,-7.363194,-14.955225,14.955225,4.008769,-8.032432,-16.126207,-12.041201,0.277223,0.000000,1.000000
1.0,29.999999999999996,0.0,uniform,-9.482604,9.482604,0.000000,0.000000,0.000000,-10.854475,10.854475,0.000000,0.000000,-12.905971,0.000000,1.000000,1.000000,1.000000
1.0,29.999999999999996,0.0,unit_cosine,-7.390465,7.390465,-2.092139,6.490918,-8.583056,-8.846507,8.846507,-2.007969,-8.498886,-11.750376,-6.490918,0.677604,0.206939,0.985518
1.0,29.999999999999996,0.0,unit_cosine_hamming,-6.906896,6.906896,-2.575708,16.654701,-19.230409,-7.466591,7.466591,-3.387884,-20.042585,-9.433792,-16.654701,0.210060,0.016555,0.985518
1.0,29.999999999999996,0.0,optimized_dbc_margin,-12.283847,12.283847,2.801243,1.622075,1.179168,-13.542043,13.542043,2.687568,1.065493,-14.749937,-1.622075,0.772572,0.000000,1.000000
1.0,29.999999999999996,0.0,optimized_table,-13.718120,13.718120,4.235516,6.020606,-1.785090,-14.406970,14.406970,3.552495,-2.468110,-16.110308,-6.020606,0.527332,0.000000,1.000000
1.0,29.999999999999996,0.0,optimized_aggressive,-13.504789,13.504789,4.022185,12.041234,-8.019049,-13.929707,13.929707,3.075232,-8.966002,-16.188181,-12.041234,0.343301,0.000000,1.000000
2.0,-29.999999999999996,0.0,uniform,-9.482140,9.482140,0.000000,0.000000,0.000000,-11.550486,11.550486,0.000000,0.000000,-13.279497,0.000000,1.000000,1.000000,1.000000
2.0,-29.999999999999996,0.0,unit_cosine,-7.887521,7.887521,-1.594619,6.519251,-8.113870,-9.594480,9.594480,-1.956006,-8.475257,-12.345499,-6.519251,0.677604,0.206939,0.985518
2.0,-29.999999999999996,0.0,unit_cosine_hamming,-7.941963,7.941963,-1.540177,16.689682,-18.229859,-8.449184,8.449184,-3.101302,-19.790985,-10.302476,-16.689682,0.210060,0.016555,0.985518
2.0,-29.999999999999996,0.0,optimized_dbc_margin,-12.215101,12.215101,2.732961,1.589310,1.143651,-13.555694,13.555694,2.005208,0.415898,-14.938438,-1.589310,0.837288,0.000000,1.000000
2.0,-29.999999999999996,0.0,optimized_table,-13.742164,13.742164,4.260024,6.020602,-1.760577,-14.745138,14.745138,3.194652,-2.825950,-15.985404,-6.020602,0.593242,0.000000,1.000000
2.0,-29.999999999999996,0.0,optimized_aggressive,-13.791086,13.791086,4.308946,12.041212,-7.732266,-14.242448,14.242448,2.691962,-9.349250,-16.029903,-12.041212,0.401047,0.000000,1.000000
2.0,-25.0,0.0,uniform,-9.512748,9.512748,0.000000,0.000000,0.000000,-11.338180,11.338180,0.000000,0.000000,-13.379702,0.000000,1.000000,1.000000,1.000000
2.0,-25.0,0.0,unit_cosine,-7.411408,7.411408,-2.101341,5.131748,-7.233089,-9.477485,9.477485,-1.860695,-6.992444,-12.176157,-5.131748,0.706905,0.249431,0.998383
2.0,-25.0,0.0,unit_cosine_hamming,-7.142658,7.142658,-2.370090,15.301621,-17.671711,-7.943234,7.943234,-3.394946,-18.696567,-9.583372,-15.301621,0.219143,0.019954,0.998383
2.0,-25.0,0.0,optimized_dbc_margin,-12.022364,12.022364,2.509616,1.363514,1.146102,-12.810005,12.810005,1.471825,0.108311,-14.530125,-1.363514,0.796143,0.000000,1.000000
2.0,-25.0,0.0,optimized_table,-12.003313,12.003313,2.490565,6.020616,-3.530051,-14.005865,14.005865,2.667685,-3.352930,-15.568994,-6.020616,0.530840,0.000000,1.000000
2.0,-25.0,0.0,optimized_aggressive,-11.084531,11.084531,1.571783,12.041204,-10.469421,-13.385476,13.385476,2.047296,-9.993908,-15.444528,-12.041204,0.356194,0.000000,1.000000
2.0,-20.0,0.0,uniform,-9.471952,9.471952,0.000000,0.000000,0.000000,-10.935333,10.935333,0.000000,0.000000,-13.110686,0.000000,1.000000,1.000000,1.000000
2.0,-20.0,0.0,unit_cosine,-7.370112,7.370112,-2.101840,3.790331,-5.892171,-9.521333,9.521333,-1.414000,-5.204331,-12.193315,-3.790331,0.732199,0.301815,0.998383
2.0,-20.0,0.0,unit_cosine_hamming,-6.468704,6.468704,-3.003248,13.960840,-16.964088,-7.224554,7.224554,-3.710779,-17.671619,-10.187774,-13.960840,0.226984,0.024145,0.998383
2.0,-20.0,0.0,optimized_dbc_margin,-11.684531,11.684531,2.212580,1.385533,0.827046,-13.162758,13.162758,2.227425,0.841891,-14.706598,-1.385533,0.745063,0.000000,1.000000
2.0,-20.0,0.0,optimized_table,-13.430526,13.430526,3.958574,6.020600,-2.062025,-14.467059,14.467059,3.531726,-2.488874,-15.922885,-6.020600,0.496867,0.000000,1.000000
2.0,-20.0,0.0,optimized_aggressive,-13.915261,13.915261,4.443309,9.118648,-4.675339,-14.761942,14.761942,3.826609,-5.292039,-16.096075,-9.118648,0.384029,0.000000,1.000000
2.0,-14.999999999999998,0.0,uniform,-9.646989,9.646989,0.000000,0.000000,0.000000,-10.645967,10.645967,0.000000,0.000000,-12.852652,0.000000,1.000000,1.000000,1.000000
2.0,-14.999999999999998,0.0,unit_cosine,-8.197852,8.197852,-1.449137,2.506776,-3.955913,-9.780862,9.780862,-0.865105,-3.371882,-12.387597,-2.506776,0.752715,0.362500,0.985518
2.0,-14.999999999999998,0.0,unit_cosine_hamming,-6.597888,6.597888,-3.049101,12.677086,-15.726186,-7.526214,7.526214,-3.119753,-15.796839,-9.878574,-12.677086,0.233344,0.029000,0.985518
2.0,-14.999999999999998,0.0,optimized_dbc_margin,-12.106716,12.106716,2.459727,1.548772,0.910954,-12.946035,12.946035,2.300068,0.751296,-14.599159,-1.548772,0.776112,0.000000,1.000000
2.0,-14.999999999999998,0.0,optimized_table,-12.860607,12.860607,3.213618,6.020611,-2.806992,-14.433335,14.433335,3.787368,-2.233243,-16.081511,-6.020611,0.515470,0.000000,1.000000
2.0,-14.999999999999998,0.0,optimized_aggressive,-12.531529,12.531529,2.884540,12.041198,-9.156658,-14.533465,14.533465,3.887498,-8.153700,-15.941100,-12.041198,0.329371,0.000000,1.000000
2.0,-10.0,0.0,uniform,-9.784134,9.784134,0.000000,0.000000,0.000000,-10.702816,10.702816,0.000000,0.000000,-12.603512,0.000000,1.000000,1.000000,1.000000
2.0,-10.0,0.0,unit_cosine,-8.964511,8.964511,-0.819623,1.565083,-2.384706,-10.253165,10.253165,-0.449651,-2.014734,-12.776152,-1.565083,0.767833,0.429641,0.974369
2.0,-10.0,0.0,unit_cosine_hamming,-7.126284,7.126284,-2.657851,11.735202,-14.393052,-8.308680,8.308680,-2.394136,-14.129338,-9.970073,-11.735202,0.238031,0.034371,0.974369
2.0,-10.0,0.0,optimized_dbc_margin,-12.160952,12.160952,2.376817,1.486930,0.889888,-13.254175,13.254175,2.551359,1.064429,-14.512308,-1.486930,0.793601,0.000000,1.000000
2.0,-10.0,0.0,optimized_table,-12.908516,12.908516,3.124382,6.020601,-2.896220,-14.055559,14.055559,3.352742,-2.667859,-15.552328,-6.020601,0.504946,0.000000,1.000000
2.0,-10.0,0.0,optimized_aggressive,-12.565260,12.565260,2.781126,12.041204,-9.260078,-13.676287,13.676287,2.973470,-9.067734,-15.340350,-12.041204,0.337268,0.000000,1.000000
2.0,-5.0,0.0,uniform,-9.918945,9.918945,0.000000,0.000000,0.000000,-10.595625,10.595625,0.000000,0.000000,-12.377778,0.000000,1.000000,1.000000,1.000000
2.0,-5.0,0.0,unit_cosine,-9.714719,9.714719,-0.204226,0.937338,-1.141564,-10.727605,10.727605,0.131980,-0.805358,-12.587840,-0.937338,0.777091,0.501200,0.993543
2.0,-5.0,0.0,unit_cosine_hamming,-7.226422,7.226422,-2.692522,11.107276,-13.799799,-7.713971,7.713971,-2.881654,-13.988930,-9.855949,-11.107276,0.240901,0.040096,0.993543
2.0,-5.0,0.0,optimized_dbc_margin,-12.307767,12.307767,2.388822,1.645440,0.743382,-12.962845,12.962845,2.367220,0.721780,-14.182327,-1.645440,0.729486,0.000000,1.000000
2.0,-5.0,0.0,optimized_table,-12.457265,12.457265,2.538320,6.020600,-3.482280,-13.251183,13.251183,2.655558,-3.365042,-14.950588,-6.020600,0.459289,0.000000,1.000000
2.0,-5.0,0.0,optimized_aggressive,-12.457265,12.457265,2.538320,6.020600,-3.482280,-13.251183,13.251183,2.655558,-3.365042,-14.950588,-6.020600,0.459289,0.000000,1.000000
2.0,0.0,0.0,uniform,-9.710139,9.710139,0.000000,0.000000,0.000000,-10.465333,10.465333,0.000000,0.000000,-11.934567,0.000000,1.000000,1.000000,1.000000
2.0,0.0,0.0,unit_cosine,-10.126629,10.126629,0.416490,0.629011,-0.212521,-10.812050,10.812050,0.346716,-0.282294,-12.098669,-0.629011,0.780208,0.575000,1.000000
2.0,0.0,0.0,unit_cosine_hamming,-7.031600,7.031600,-2.678539,10.798401,-13.476940,-7.417511,7.417511,-3.047823,-13.846224,-10.116231,-10.798401,0.241867,0.046000,1.000000
2.0,0.0,0.0,optimized_dbc_margin,-11.772399,11.772399,2.062260,1.436499,0.625760,-12.636163,12.636163,2.170830,0.734331,-13.894738,-1.436499,0.585271,0.000000,1.000000
2.0,0.0,0.0,optimized_table,-12.804778,12.804778,3.094639,5.061319,-1.966680,-13.222034,13.222034,2.756701,-2.304618,-14.409363,-5.061319,0.378473,0.000000,1.000000
2.0,0.0,0.0,optimized_aggressive,-12.804778,12.804778,3.094638,5.061322,-1.966684,-13.222032,13.222032,2.756699,-2.304624,-14.409362,-5.061322,0.378472,0.000000,1.000000
2.0,5.0,0.0,uniform,-9.638219,9.638219,0.000000,0.000000,0.000000,-10.858292,10.858292,0.000000,0.000000,-12.380414,0.000000,1.000000,1.000000,1.000000
2.0,5.0,0.0,unit_cosine,-9.613446,9.613446,-0.024773,0.937338,-0.962110,-10.977294,10.977294,0.119002,-0.818336,-12.259246,-0.937338,0.777091,0.501200,0.993543
2.0,5.0,0.0,unit_cosine_hamming,-7.226422,7.226422,-2.411796,11.107276,-13.519073,-7.714549,7.714549,-3.143743,-14.251019,-9.854189,-11.107276,0.240901,0.040096,0.993543
2.0,5.0,0.0,optimized_dbc_margin,-11.098782,11.098782,1.460564,1.543713,-0.083149,-12.666912,12.666912,1.808620,0.264908,-13.930978,-1.543713,0.700760,0.000000,1.000000
2.0,5.0,0.0,optimized_table,-12.444447,12.444447,2.806228,6.020601,-3.214373,-13.308138,13.308138,2.449846,-3.570754,-15.020823,-6.020601,0.461898,0.000000,1.000000
2.0,5.0,0.0,optimized_aggressive,-12.206391,12.206391,2.568172,11.237699,-8.669527,-12.992957,12.992957,2.134665,-9.103034,-14.951890,-11.237699,0.308180,0.000000,1.000000
2.0,10.0,0.0,uniform,-9.750172,9.750172,0.000000,0.000000,0.000000,-10.796248,10.796248,0.000000,0.000000,-12.417962,0.000000,1.000000,1.000000,1.000000
2.0,10.0,0.0,unit_cosine,-9.007637,9.007637,-0.742535,1.565083,-2.307618,-10.436256,10.436256,-0.359992,-1.925075,-12.321737,-1.565083,0.767833,0.429641,0.974369
2.0,10.0,0.0,unit_cosine_hamming,-7.126284,7.126284,-2.623888,11.735202,-14.359090,-8.340968,8.340968,-2.455280,-14.190482,-9.976487,-11.735202,0.238031,0.034371,0.974369
2.0,10.0,0.0,optimized_dbc_margin,-12.815606,12.815606,3.065434,1.597988,1.467446,-13.175362,13.175362,2.379114,0.781125,-14.399111,-1.597988,0.776532,0.000000,1.000000
2.0,10.0,0.0,optimized_table,-13.093206,13.093206,3.343034,6.020604,-2.677570,-14.007775,14.007775,3.211527,-2.809076,-15.316083,-6.020604,0.528772,0.000000,1.000000
2.0,10.0,0.0,optimized_aggressive,-12.361466,12.361466,2.611294,12.041202,-9.429908,-13.967388,13.967388,3.171140,-8.870062,-15.473660,-12.041202,0.334271,0.000000,1.000000
2.0,14.999999999999998,0.0,uniform,-9.697375,9.697375,0.000000,0.000000,0.000000,-10.714266,10.714266,0.000000,0.000000,-12.701481,0.000000,1.000000,1.000000,1.000000
2.0,14.999999999999998,0.0,unit_cosine,-8.256697,8.256697,-1.440677,2.506776,-3.947454,-9.971427,9.971427,-0.742840,-3.249616,-12.450895,-2.506776,0.752715,0.362500,0.985518
2.0,14.999999999999998,0.0,unit_cosine_hamming,-6.597888,6.597888,-3.099487,12.677086,-15.776572,-7.541978,7.541978,-3.172288,-15.849374,-9.893974,-12.677086,0.233344,0.029000,0.985518
2.0,14.999999999999998,0.0,optimized_dbc_margin,-12.738297,12.738297,3.040922,1.513944,1.526978,-13.324515,13.324515,2.610249,1.096305,-14.416858,-1.513944,0.788158,0.000000,1.000000
2.0,14.999999999999998,0.0,optimized_table,-14.119085,14.119085,4.421711,6.020599,-1.598888,-14.550374,14.550374,3.836108,-2.184491,-16.091036,-6.020599,0.516703,0.000000,1.000000
2.0,14.999999999999998,0.0,optimized_aggressive,-13.174812,13.174812,3.477437,12.041201,-8.563764,-14.333603,14.333603,3.619337,-8.421865,-16.282219,-12.041201,0.329342,0.000000,1.000000
2.0,20.0,0.0,uniform,-9.752519,9.752519,0.000000,0.000000,0.000000,-10.552850,10.552850,0.000000,0.000000,-12.944400,0.000000,1.000000,1.000000,1.000000
2.0,20.0,0.0,unit_cosine,-7.624049,7.624049,-2.128470,3.790331,-5.918801,-9.678436,9.678436,-0.874414,-4.664744,-12.175810,-3.790331,0.732199,0.301815,0.998383
2.0,20.0,0.0,unit_cosine_hamming,-6.387570,6.387570,-3.364949,13.960840,-17.325789,-7.210847,7.210847,-3.342002,-17.302843,-10.246066,-13.960840,0.226984,0.024145,0.998383
2.0,20.0,0.0,optimized_dbc_margin,-11.753400,11.753400,2.000881,1.210536,0.790345,-13.410419,13.410419,2.857570,1.647034,-14.452419,-1.210536,0.761302,0.000000,1.000000
2.0,20.0,0.0,optimized_table,-12.922259,12.922259,3.169741,6.020609,-2.850868,-14.616477,14.616477,4.063628,-1.956981,-16.149894,-6.020609,0.501511,0.000000,1.000000
2.0,20.0,0.0,optimized_aggressive,-13.347130,13.347130,3.594611,12.041201,-8.446590,-14.451298,14.451298,3.898448,-8.142753,-16.039335,-12.041201,0.310403,0.000000,1.000000
2.0,25.0,0.0,uniform,-9.717195,9.717195,0.000000,0.000000,0.000000,-11.103162,11.103162,0.000000,0.000000,-13.531830,0.000000,1.000000,1.000000,1.000000
2.0,25.0,0.0,unit_cosine,-7.605364,7.605364,-2.111832,5.131748,-7.243580,-9.697122,9.697122,-1.406041,-6.537789,-12.315178,-5.131748,0.706905,0.249431,0.998383
2.0,25.0,0.0,unit_cosine_hamming,-6.950963,6.950963,-2.766233,15.301621,-18.067854,-7.928271,7.928271,-3.174892,-18.476513,-9.781918,-15.301621,0.219143,0.019954,0.998383
2.0,25.0,0.0,optimized_dbc_margin,-11.947323,11.947323,2.230127,1.472715,0.757412,-13.406103,13.406103,2.302941,0.830226,-14.683785,-1.472715,0.810418,0.000000,1.000000
2.0,25.0,0.0,optimized_table,-12.206608,12.206608,2.489413,6.020605,-3.531192,-14.343203,14.343203,3.240040,-2.780564,-15.781493,-6.020605,0.555354,0.000000,1.000000
2.0,25.0,0.0,optimized_aggressive,-11.474551,11.474551,1.757356,12.041200,-10.283845,-13.999741,13.999741,2.896579,-9.144621,-15.346574,-12.041200,0.348222,0.000000,1.000000
2.0,29.999999999999996,0.0,uniform,-9.291884,9.291884,0.000000,0.000000,0.000000,-11.296224,11.296224,0.000000,0.000000,-13.418004,0.000000,1.000000,1.000000,1.000000
2.0,29.999999999999996,0.0,unit_cosine,-7.457803,7.457803,-1.834081,6.519251,-8.353332,-9.696142,9.696142,-1.600083,-8.119334,-12.211294,-6.519251,0.677604,0.206939,0.985518
2.0,29.999999999999996,0.0,unit_cosine_hamming,-7.869932,7.869932,-1.421952,16.689682,-18.111634,-8.417683,8.417683,-2.878541,-19.568224,-10.308993,-16.689682,0.210060,0.016555,0.985518
2.0,29.999999999999996,0.0,optimized_dbc_margin,-12.505500,12.505500,3.213616,1.323999,1.889616,-13.481068,13.481068,2.184844,0.860844,-14.871176,-1.323999,0.875163,0.000000,1.000000
2.0,29.999999999999996,0.0,optimized_table,-12.793087,12.793087,3.501203,6.020613,-2.519410,-14.525918,14.525918,3.229694,-2.790919,-15.981591,-6.020613,0.571235,0.000000,1.000000
2.0,29.999999999999996,0.0,optimized_aggressive,-12.761579,12.761579,3.469695,12.041256,-8.571562,-14.376901,14.376901,3.080677,-8.960579,-16.517606,-12.041256,0.375314,0.000000,0.999999
3.0,-29.999999999999996,0.0,uniform,-10.046254,10.046254,0.000000,0.000000,0.000000,-11.349999,11.349999,0.000000,0.000000,-13.333839,0.000000,1.000000,1.000000,1.000000
3.0,-29.999999999999996,0.0,unit_cosine,-8.322900,8.322900,-1.723354,6.541895,-8.265249,-9.436540,9.436540,-1.913459,-8.455354,-12.613855,-6.541895,0.677604,0.206939,0.985518
3.0,-29.999999999999996,0.0,unit_cosine_hamming,-7.857137,7.857137,-2.189117,16.713566,-18.902683,-8.523395,8.523395,-2.826604,-19.540170,-10.636821,-16.713566,0.210060,0.016555,0.985518
3.0,-29.999999999999996,0.0,optimized_dbc_margin,-12.632362,12.632362,2.586108,1.294184,1.291924,-13.550930,13.550930,2.200931,0.906748,-14.829086,-1.294184,0.874669,0.000000,1.000000
3.0,-29.999999999999996,0.0,optimized_table,-14.167516,14.167516,4.121262,6.020603,-1.899341,-14.808061,14.808061,3.458062,-2.562541,-15.694925,-6.020603,0.565904,0.000000,1.000000
3.0,-29.999999999999996,0.0,optimized_aggressive,-13.945363,13.945363,3.899109,12.041201,-8.142093,-14.396634,14.396634,3.046635,-8.994566,-15.912088,-12.041201,0.378340,0.000000,1.000000
3.0,-25.0,0.0,uniform,-10.147580,10.147580,0.000000,0.000000,0.000000,-11.654314,11.654314,0.000000,0.000000,-13.292208,0.000000,1.000000,1.000000,1.000000
3.0,-25.0,0.0,unit_cosine,-7.947694,7.947694,-2.199886,5.108128,-7.308014,-9.438308,9.438308,-2.216007,-7.324134,-12.378502,-5.108128,0.706905,0.249431,0.998383
3.0,-25.0,0.0,unit_cosine_hamming,-6.999223,6.999223,-3.148358,15.279543,-18.427901,-8.228641,8.228641,-3.425673,-18.705217,-10.182415,-15.279543,0.219143,0.019954,0.998383
3.0,-25.0,0.0,optimized_dbc_margin,-12.472487,12.472487,2.324907,1.320809,1.004098,-13.261385,13.261385,1.607070,0.286262,-14.550098,-1.320809,0.824048,0.000000,1.000000
3.0,-25.0,0.0,optimized_table,-12.971207,12.971207,2.823627,6.020604,-3.196977,-14.097173,14.097173,2.442859,-3.577745,-15.578509,-6.020604,0.527298,0.000000,1.000000
3.0,-25.0,0.0,optimized_aggressive,-11.602746,11.602746,1.455165,12.041228,-10.586062,-13.582824,13.582824,1.928510,-10.112718,-15.749280,-12.041228,0.361844,0.000000,1.000000
3.0,-20.0,0.0,uniform,-10.214382,10.214382,0.000000,0.000000,0.000000,-11.119738,11.119738,0.000000,0.000000,-12.778805,0.000000,1.000000,1.000000,1.000000
3.0,-20.0,0.0,unit_cosine,-7.957892,7.957892,-2.256489,3.812992,-6.069482,-9.349191,9.349191,-1.770547,-5.583539,-11.875761,-3.812992,0.732199,0.301815,0.998383
3.0,-20.0,0.0,unit_cosine_hamming,-6.377733,6.377733,-3.836649,13.984661,-17.821310,-7.335272,7.335272,-3.784466,-17.769128,-9.749551,-13.984661,0.226984,0.024145,0.998383
3.0,-20.0,0.0,optimized_dbc_margin,-12.028156,12.028156,1.813774,1.140217,0.673557,-13.072818,13.072818,1.953080,0.812863,-14.418033,-1.140217,0.744163,0.000000,1.000000
3.0,-20.0,0.0,optimized_table,-13.658186,13.658186,3.443805,6.020641,-2.576836,-14.382582,14.382582,3.262844,-2.757797,-15.914932,-6.020641,0.472656,0.000000,1.000000
3.0,-20.0,0.0,optimized_aggressive,-13.866742,13.866742,3.652361,12.041199,-8.388838,-14.471688,14.471688,3.351950,-8.689249,-15.625415,-12.041199,0.304257,0.000000,1.000000
3.0,-14.999999999999998,0.0,uniform,-9.562401,9.562401,0.000000,0.000000,0.000000,-10.856519,10.856519,0.000000,0.000000,-12.705690,0.000000,1.000000,1.000000,1.000000
3.0,-14.999999999999998,0.0,unit_cosine,-8.760961,8.760961,-0.801440,2.495868,-3.297308,-9.840759,9.840759,-1.015760,-3.511628,-12.238494,-2.495868,0.752715,0.362500,0.985518
3.0,-14.999999999999998,0.0,unit_cosine_hamming,-7.010532,7.010532,-2.551869,12.667452,-15.219322,-7.895953,7.895953,-2.960566,-15.628019,-9.752368,-12.667452,0.233344,0.029000,0.985518
3.0,-14.999999999999998,0.0,optimized_dbc_margin,-11.814833,11.814833,2.252432,1.332758,0.919674,-12.869134,12.869134,2.012615,0.679857,-14.605927,-1.332758,0.791953,0.000000,1.000000
3.0,-14.999999999999998,0.0,optimized_table,-12.281782,12.281782,2.719381,6.020604,-3.301223,-13.936004,13.936004,3.079485,-2.941119,-16.042609,-6.020604,0.508111,0.000000,1.000000
3.0,-14.999999999999998,0.0,optimized_aggressive,-12.032118,12.032118,2.469717,12.041199,-9.571482,-13.769487,13.769487,2.912968,-9.128231,-16.012338,-12.041199,0.327960,0.000000,1.000000
3.0,-10.0,0.0,uniform,-9.318016,9.318016,0.000000,0.000000,0.000000,-10.707539,10.707539,0.000000,0.000000,-12.792552,0.000000,1.000000,1.000000,1.000000
3.0,-10.0,0.0,unit_cosine,-9.112087,9.112087,-0.205930,1.537979,-1.743909,-10.547159,10.547159,-0.160381,-1.698360,-12.416663,-1.537979,0.767833,0.429641,0.974369
3.0,-10.0,0.0,unit_cosine_hamming,-7.616843,7.616843,-1.701174,11.709479,-13.410653,-8.690767,8.690767,-2.016773,-13.726252,-10.056765,-11.709479,0.238031,0.034371,0.974369
3.0,-10.0,0.0,optimized_dbc_margin,-11.834460,11.834460,2.516444,1.222795,1.293649,-12.632675,12.632675,1.925136,0.702341,-14.604150,-1.222795,0.806330,0.000000,1.000000
3.0,-10.0,0.0,optimized_table,-11.807509,11.807509,2.489492,6.020602,-3.531110,-13.530139,13.530139,2.822600,-3.198002,-15.827991,-6.020602,0.507321,0.000000,1.000000
3.0,-10.0,0.0,optimized_aggressive,-11.894140,11.894140,2.576124,12.041204,-9.465081,-13.477890,13.477890,2.770351,-9.270854,-16.350642,-12.041204,0.335415,0.000000,1.000000
3.0,-5.0,0.0,uniform,-9.481244,9.481244,0.000000,0.000000,0.000000,-10.629405,10.629405,0.000000,0.000000,-12.775277,0.000000,1.000000,1.000000,1.000000
3.0,-5.0,0.0,unit_cosine,-9.433531,9.433531,-0.047713,0.910816,-0.958529,-10.713846,10.713846,0.084441,-0.826375,-12.752095,-0.910816,0.777091,0.501200,0.993543
3.0,-5.0,0.0,unit_cosine_hamming,-7.836765,7.836765,-1.644479,11.082233,-12.726712,-8.295794,8.295794,-2.333611,-13.415844,-10.251287,-11.082233,0.240901,0.040096,0.993543
3.0,-5.0,0.0,optimized_dbc_margin,-11.792795,11.792795,2.311552,1.226675,1.084876,-12.534714,12.534714,1.905308,0.678633,-14.232209,-1.226675,0.776594,0.000000,1.000000
3.0,-5.0,0.0,optimized_table,-12.191167,12.191167,2.709923,6.020602,-3.310678,-13.450106,13.450106,2.820701,-3.199901,-14.599325,-6.020602,0.480496,0.000000,1.000000
3.0,-5.0,0.0,optimized_aggressive,-11.320582,11.320582,1.839339,9.965923,-8.126584,-12.927900,12.927900,2.298495,-7.667428,-14.530938,-9.965923,0.369990,0.000000,1.000000
3.0,0.0,0.0,uniform,-9.164537,9.164537,0.000000,0.000000,0.000000,-10.315424,10.315424,0.000000,0.000000,-12.525621,0.000000,1.000000,1.000000,1.000000
3.0,0.0,0.0,unit_cosine,-9.531170,9.531170,0.366633,0.669070,-0.302437,-10.689437,10.689437,0.374013,-0.295057,-12.916324,-0.669070,0.780208,0.575000,1.000000
3.0,0.0,0.0,unit_cosine_hamming,-7.688509,7.688509,-1.476028,10.840250,-12.316278,-8.100766,8.100766,-2.214657,-13.054908,-10.068766,-10.840250,0.241867,0.046000,1.000000
3.0,0.0,0.0,optimized_dbc_margin,-11.403847,11.403847,2.239310,1.032202,1.207108,-12.107996,12.107996,1.792573,0.760371,-13.747984,-1.032202,0.661012,0.000000,1.000000
3.0,0.0,0.0,optimized_table,-12.333428,12.333428,3.168891,5.785402,-2.616512,-13.020090,13.020090,2.704667,-3.080736,-14.144614,-5.785402,0.414797,0.000000,1.000000
3.0,0.0,0.0,optimized_aggressive,-12.522300,12.522300,3.357763,3.098044,0.259719,-12.901230,12.901230,2.585807,-0.512237,-14.259386,-3.098044,0.558445,0.000000,1.000000
3.0,5.0,0.0,uniform,-9.062644,9.062644,0.000000,0.000000,0.000000,-10.558267,10.558267,0.000000,0.000000,-12.736922,0.000000,1.000000,1.000000,1.000000
3.0,5.0,0.0,unit_cosine,-9.699772,9.699772,0.637128,0.910816,-0.273688,-10.732985,10.732985,0.174718,-0.736098,-12.714851,-0.910816,0.777091,0.501200,0.993543
